FID,LSOA21CD,GlobalID,x,y
5946,E01001217,1b55db65-681e-4b00-a3af-c4c5ab3816ad,513666.1397,181566.243799999
5947,E01018987,21b7a4ac-be31-4440-87d4-3260a944ff36,151516.2096,34870.125
5948,E01023972,9e3317ad-7764-41a1-bb4c-6e98db78bc08,602551.9984,141629.204399999
5949,E01003601,8c787a65-c881-4e36-9acd-8c7b5bc96bc1,541014.7389,182322.0592
5950,E01017004,f49dd450-cc6f-417d-bb6c-678999042973,530520.9512,106717.1844
5951,E01021151,a21d0832-45e1-4819-81d9-c6adbbb852e3,552168.5721,129635.0677
5952,E01033456,0f647377-c76f-4994-b6b9-98660fae3eb1,520521.2174,184086.6544
5953,E01000801,993bd493-ff20-4148-af5b-85ddba5a05b8,535354.3321,169566.7808
5954,E01030684,868b1f75-0101-4754-8c87-714af1b18acc,504858.668,163986.946599999
5955,E01022782,96cd736c-c63a-4508-b971-5eab377e47ed,453775.1184,105830.0582
5956,E01015125,fd98f0a0-0950-4f13-9af6-dc92f51a266e,254258.9563,57277.9680000003
5957,E01035293,43a31a74-d6ab-4270-851e-934362e022af,576161.6011,168829.2097
5958,E01003330,ec78c02a-10d9-468a-a02b-34eb10f54abf,534132.2206,171690.3103
5959,E01020117,296214b7-0a93-43df-ac5b-62bdca303287,251724.3621,146521.037599999
5960,E01017019,634c57b2-14e7-4d98-91de-fc40a89f6c23,466099.2315,100846.0658
5961,E01000377,f3534f2a-f0bc-4ddc-bb3f-8426aed9a993,551562.4083,175149.743799999
5962,E01008958,34ce424d-a953-41c6-82c1-cf62dca1fedf,402982.2789,280136.1658
5963,E01031686,2b5a45ab-4dc6-42e5-9469-09f8b1808ee1,517393.2635,110773.175000001
5964,E01004385,46637b5e-e9cc-4096-bb65-af6607851236,539829.0766,192150.9301
5965,E01024020,1c4cf7bb-1cd9-4a46-85c5-40fd3a9c0e47,599576.8249,140836.9329
5966,E01003624,ab310569-07a8-4989-a368-f5f05f6f4c2e,543039.5612,183372.285800001
5967,E01014918,c7892d5e-1718-4349-923c-c9a8360e351a,363727.1352,172053.1074
5968,E01002829,5ef18786-e923-4292-ac5c-4c45fa78a056,524873.3208,181351.26
5969,E01001679,700c0d4d-dd0f-4d19-921e-814dc6dc8fcf,543468.7584,176930.01
5970,E01035242,20cad57f-651c-4623-87f3-506c2de9e1cc,486735.2377,168840.4958
5971,E01030739,0c633fe6-7a0f-4aac-a36a-87e4deb94a61,505671.1384,170538.3584
5972,E01022954,26df4c63-4463-4375-b086-a9f3146f2b8b,471832.1617,105644.368899999
5973,E01001718,96b45bad-0e40-486b-8af0-caf52dd3485c,531753.6215,186675.5395
5974,E01016190,70d940ac-5ee7-497c-96cc-588bba1ebccb,487826.879,169653.6208
5975,E01001609,7029b86c-3bc4-481d-8e8c-8dc6630b403f,542944.9363,174699.2848
5976,E01000265,184e6d61-be43-4a0f-a4b1-88398ebcc22c,527656.4914,193304.898499999
5977,E01020309,a53d62ea-2edc-4dec-b0b8-0d5bd3625fed,239696.5281,117014.171800001
5978,E01004604,dcfc9f1a-105c-47e5-ba80-7f8ce1cd1505,523273.5653,175602.183499999
5979,E01024680,cc01ba4f-ecf9-4cf7-a27a-0e05e4ebcb57,636836.1004,165143.315199999
5980,E01003698,fdfcb91b-90b9-41c5-9dd0-e66d387ea71f,544192.8823,191316.546499999
5981,E01016634,2000d237-1145-4c7a-bb2f-71f0a986cf3a,480246.9981,167874.6459
5982,E01020456,96cea122-5737-4ca0-8ee1-f8aea1f3c661,386993.8553,123766.9101
5983,E01003754,634f8944-864b-49e5-9473-8ab685d09fd0,545201.2396,187965.579299999
5984,E01000189,e358af01-4e5b-4085-81f2-7fb8f9331a50,518582.9661,192784.204
5985,E01031720,1d6671d9-21ae-4124-bfc8-d64ff1d33bfd,532192.0392,139434.6117
5986,E01020200,50add292-2b24-41b1-8e2c-669ae800883d,290923.7554,73875.1221999992
5987,E01016415,767eae39-8fe8-4646-beec-5741812be678,472417.395,171528.499600001
5988,E01024662,c5526b74-9a8b-4dd0-9b8e-66278fe066c9,637476.5077,169940.567
5989,E01002161,8a3a8afc-decd-4745-9096-dae46771bc27,513769.8084,188808.739
5990,E01003307,f632a142-0fd8-4ada-85d3-ada2fbbccc15,536047.0781,172737.3621
5991,E01023063,b812e906-312f-4d2b-ac78-7e21c7d83221,417088.0329,99016.1074000001
5992,E01002928,f6892af7-fd1f-40c8-a9b7-ea76f9a1dcc1,520866.3086,168175.148499999
5993,E01003745,bad16aa8-3558-4768-8d95-a02ef039cc57,540762.0262,192861.1008
5994,E01003332,285823a3-729a-4d94-bf01-47b2cd3d3dd5,534553.1696,171552.119200001
5995,E01000321,9679677f-06b9-416c-9096-e28227f714fe,526236.226,192792.2235
5996,E01000084,e7ffb311-7a98-411f-84c2-587a511a0310,548909.4981,184501.0074
5997,E01004407,15926892-8682-45e7-a665-36bfba621e4e,537922.7382,189628.9969
5998,E01016037,4514a118-a620-447c-91a0-573e4bebe3a5,577403.3277,169071.6248
5999,E01033907,bb46e4d6-cce7-4b99-9b00-38a07f558475,358716.7316,173072.4099
6000,W01001599,35e07dc3-3782-41ee-b7cc-8e64e58244df,351821.3767,212354.7798
6001,E01022812,ee235a85-4cf2-4d92-a644-19e9ac2b0031,460959.6379,99921.0146999992
6002,E01003031,2550fafa-bb93-4919-adf0-22f0ad2a788b,529320.7267,174161.92
6003,E01003090,d27e6a68-853c-461b-a2a3-af4acd34549a,530140.0597,175913.7162
6004,E01002793,f2d0f833-d6b4-44bd-b6d5-60436e4fb1f4,531888.9733,184057.884
6005,E01022607,7407cca6-3827-4f44-ae8c-f468c3723815,470428.922,115156.2227
6006,E01014587,b68cba36-de86-4281-8fc8-e9cab69a3d62,362598.6169,176729.2027
6007,E01022723,9ead2643-6038-427a-a23a-d96e2c90dee5,457843.4153,105769.056
6008,E01024453,f61b3a01-43e1-4a23-929b-c8f34949e0fe,553248.4421,159312.079299999
6009,E01003615,1401b15d-a775-40d9-96b3-f1bb5b47afcf,539000.5836,185390.937100001
6010,E01020210,b109697f-5b00-47fe-b0e0-d970264a26e7,284977.1457,71968.5320999995
6011,E01030824,eec6a15b-d741-4ace-95eb-b795892f9bb4,535121.8223,152297.1393
6012,E01014609,76b19988-b4ca-4f11-b982-4926d0cdb6a4,360090.4747,169268.360400001
6013,E01004232,cd1bdfe8-dbbe-45e7-9546-dff6a7b3e699,536494.6699,182698.6369
6014,E01000572,53fe330a-a946-409e-a2fb-fc8071401556,517365.2459,187526.3541
6015,E01035489,2bae1b14-344a-4d71-91e5-b78d95892a88,526189.3042,175418.797700001
6016,E01034857,323d54e1-d757-4b98-96c0-f720eee0c456,203266.6223,51477.8456999995
6017,E01002687,43fbf0ff-b854-4c8e-8b48-3cc783bf8f84,520116.1035,178195.968900001
6018,E01024452,d530210d-baa6-430e-acde-a01f4c765be5,551969.2354,161570.228700001
6019,E01029093,0a1e97b5-b236-4ec6-a981-3e87a2a3b4dd,331775.2284,137415.738399999
6020,E01014877,30a08fe4-ec2c-485b-98f0-11763af45840,361849.8118,182764.8391
6021,E01004234,54cb03ec-516a-4925-b75e-a912cf503852,536159.6218,183339.472999999
6022,E01016156,2fc7e88a-fdd1-4d8b-a53d-a2ee150128ef,571654.1474,168514.130999999
6023,E01002085,89ee0cc7-35a0-4cbe-a971-e7d39ddbfc93,531733.6792,189584.378599999
6024,E01014936,2ae5bf37-a87a-4469-a03d-2821e9f6b799,367486.2812,171673.297800001
6025,E01000573,04665ef2-6b48-4119-8ed4-6d4e90563901,517976.1693,187236.9506
6026,E01034945,d7606697-bfee-4fb4-8633-8ddd5ad5b3c0,401112.2796,276693.1632
6027,E01030297,3867a740-155a-4a81-8b89-607ee0ac46a1,515241.2529,163911.6075
6028,E01032726,474f07d1-56c4-497a-be1a-f8e5dcccbad2,485263.1804,167695.467399999
6029,E01030650,047b0c1e-42d9-4ed6-a67a-6922083c4314,504622.3194,165034.219799999
6030,E01018760,f6f08348-725a-4e60-bb27-273161514647,221129.7243,58095.9568000007
6031,E01032093,7232fd86-5ad6-4049-9c80-9e93219d4e03,386097.3005,157066.9738
6032,E01021110,b90b2e38-c1aa-4ed8-93f1-1fff31c4f285,587465.8446,112130.036
6033,E01001796,11b4bd50-3016-429b-a0df-e8100bbc04a9,535536.1062,185639.4133
6034,E01032744,55d38827-eba3-4416-8158-2cc52369c94c,512983.6457,182681.821900001
6035,E01003536,a6bb88f0-11b3-4ae7-bcf1-0e0074abfb4b,543173.7562,182726.5759
6036,E01017224,1f7d5baf-4b60-445e-842b-799d5147ecb9,445035.6536,112704.9551
6037,E01000686,e9809a9d-71c8-46bf-993a-be748b161e91,545771.3785,164190.276000001
6038,E01014411,4d4c43ee-f7da-4230-b4d2-17c2713a6d59,376407.5508,166815.5984
6039,E01021015,9c9ee8c2-34f1-4a60-99fe-b78d86dddcb8,582869.4869,110762.109999999
6040,E01001434,e92feaef-a529-4526-b824-4c54701ab12a,535969.7645,197659.652899999
6041,E01019020,0684b8b4-4615-431d-af66-454dd83822a2,181618.5206,61623.1820999999
6042,E01001520,0d3be84a-353f-4ccb-8d15-633d61a91123,529914.6588,194564.9078
6043,E01003785,9a32e03f-8562-4dac-8b9d-b7a475882882,543181.9296,186692.0604
6044,E01021005,a9144b34-b463-4f7f-8c41-ea356469f5c0,583878.8719,111935.3324
6045,E01018930,93da74dc-dba2-46fa-9ba5-fd095cc5635e,206203.4526,66476.2731999997
6046,E01002640,530976fb-7819-4251-b958-a5f98965f99f,514009.4276,176249.045600001
6047,E01004719,77722bf2-a478-43fd-a295-a102436180e0,524268.2789,182766.903999999
6048,E01001611,85411008-3e5e-4032-a126-2238dc072286,542681.8357,175853.8423
6049,E01029051,cf637dae-54c3-4a9d-8611-9c65fe77080c,350151.9593,138368.855599999
6050,E01030832,f180aa9c-65de-44dd-ac3a-5c04c11ff03a,542246.3824,152026.663899999
6051,E01014825,d82a17fe-2b9e-42ee-bfc1-695825d74784,335857.0622,163535.6259
6052,E01003102,10133ac7-93c4-42d2-84b2-d3a68550d9c4,530608.2984,177813.266899999
6053,E01014547,e2801d51-1015-405b-9292-ea6fb302798b,356836.4479,172946.074200001
6054,E01034278,d8ec1a32-5914-4b4f-ae8c-ab1eabb0e7cb,409628.3823,91384.0769999996
6055,E01021162,1fbb6488-27eb-4111-8b29-6311036cb941,551217.9475,129770.6633
6056,E01015206,7729affd-d3c8-471e-a982-615c865b5856,288256.1075,60546.2375000007
6057,E01031731,0dd6291d-51bb-4682-9f0b-d24462a7fff3,539759.8906,139301.3595
6058,E01021125,8c1aadbc-158b-4e72-a4f1-be35e33a2d6d,570950.2428,107035.8387
6059,E01016218,06979585-cf7a-4820-a76b-9828dc742c77,486696.2399,166677.2652
6060,E01016357,2131e08b-900c-4b87-b313-f4d387b7711a,469894.5478,173187.700999999
6061,E01014444,d242d3e5-0099-4a55-9c08-f7b9361383e2,370768.0794,157212.189300001
6062,E01000998,947a6ad0-92b0-4c60-a314-91554f607fa2,531977.3046,168363.581700001
6063,E01015551,f94de0c1-68ce-4667-b7e7-d853c9eb1e6b,418149.9735,186514.567299999
6064,E01015519,2a544a50-fc1e-4a09-9fd1-ab01b21380c0,420007.7816,192772.7915
6065,E01002817,5992337f-416c-4f09-aad9-5018b3b1c4e6,525122.3946,179125.054500001
6066,E01030583,f84a46fe-61ee-4f28-84bf-4e00e9fe4059,529385.1207,142510.674699999
6067,E01031574,568a5315-4af9-4167-ba90-b9318bf68d5c,525607.8097,138174.9955
6068,E01016867,3bc5d3d9-4dbd-4537-b250-49eed77e71e2,532837.0822,104528.345899999
6069,E01009416,b845a8dd-5c9a-486e-817a-7ba285036953,413150.3841,299323.4132
6070,E01020429,4cd386bc-588e-4ac1-8643-c6d2ef664aa8,401649.9032,99508.5648999996
6071,E01003887,023b8d91-f76e-4f6a-863e-9b2c66069daf,516148.812,170958.272399999
6072,E01022571,eb150f46-fc01-4038-9d10-8cde93a9b4ed,471465.1374,140080.6612
6073,E01002626,cc779f3d-0f3c-484f-a000-cf3d0bd7aa67,512965.3571,177955.514
6074,E01001307,32649a96-e596-47ac-8a00-b1ac48b8015e,515470.3565,184813.650800001
6075,E01032565,86e93663-ca24-450a-92cd-6b73ab8765de,539437.0954,171030.5101
6076,E01018804,b01746be-8deb-4449-98cf-9b2bf9f65ca8,180760.9947,32600.2127
6077,E01015221,5a1335a1-86a1-4d5c-811d-dc0e459e7a8e,287549.8306,59326.9427000005
6078,E01035493,7d396267-ed90-4b77-99be-504ff522df19,525466.0788,174763.259299999
6079,E01024300,46e9adf8-0224-40d2-81af-b811b86beddd,566612.9905,171100.3233
6080,E01014531,dd4a8b2d-f78a-4738-b589-066459537726,361410.7384,171563.0101
6081,E01004737,ff28e40d-adbe-4ed0-b26f-5af0a6a8e6f6,529793.4853,178138.919399999
6082,E01002257,22599b89-2273-48e4-898e-fd2e71cb5245,556261.6972,187153.1064
6083,E01031655,01a4a313-5262-47a3-b352-91403b1fa760,518074.6443,130694.9507
6084,E01020006,0d3be8e5-2204-4d77-a491-f45605152b74,293841.1087,93477.9907000009
6085,E01016940,c3583169-59e7-4f95-847e-298d5de3d2c3,530913.7473,106557.885299999
6086,E01000098,36df7e31-0f3c-4497-bff4-afa090419058,547529.3372,186798.192399999
6087,E01022761,25498f21-92a2-4077-869c-22b23ff04b12,461874.4101,104803.234999999
6088,E01035265,0d9c2a7c-c09e-4a96-b4eb-4c9d392e0684,472393.1828,166931.035599999
6089,E01018853,6e412963-51b3-46ac-b065-3d61f7f13d8a,183671.4139,45073.5975000001
6090,E01004020,b47f3a17-7c33-4f62-90b3-ac458c30da00,535140.0394,175218.064300001
6091,E01001205,ff4c40b3-c5c5-41ae-a7b2-f2e9cdfdbeb2,516105.4843,181068.0909
6092,E01014500,bdee6c8e-161d-44ae-bb81-5b1b107c4e49,357848.4824,170623.529899999
6093,E01001179,3ef1c552-5293-4f05-a06e-e1420ebd6f6d,531074.9462,167241.1688
6094,E01018967,44ccc9e1-13c6-42c4-910d-1f604c72f859,236573.5896,73493.8516000006
6095,E01000437,2d41126f-f63f-4d03-bd60-a86225186c76,549484.8735,177456.8299
6096,E01004455,89a951cb-7d70-4090-ad03-55369780504b,537189.1867,191899.419600001
6097,E01003085,2f648a14-09b7-45d5-8f2b-2c1a688d7737,531499.5343,171420.4848
6098,E01024787,a5ea4f0a-dd26-4b32-b021-f7615398808c,576253.8577,135118.9179
6099,E01004110,81f7f6c1-4046-4125-a995-13d0b1cf6055,524376.8515,163659.929199999
6100,E01032571,236d21e1-82bc-4308-b885-3fb77c38a5c9,541470.0305,157071.7413
6101,E01024165,b297ce7d-8098-4b8d-a034-146b7e9c451e,553858.6749,173506.2918
6102,E01004341,585ada31-2246-463c-8a17-ed34ed245dc4,539156.5297,186383.026000001
6103,E01014515,807fa2e4-ec44-4f36-825b-5d6e309da3b6,356616.8665,168148.8608
6104,E01015025,b8300906-e24e-448e-b9ad-3d13d5b8a422,249312.9612,60296.1774000004
6105,E01020093,c5b75f5b-0844-444e-bf7c-ce71888563ce,248552.4807,136394.1446
6106,E01003846,a20ceb12-86b0-464c-9f65-fa7b4c30e4e5,519355.0126,176823.6908
6107,E01004298,95d2319c-c810-41c8-924b-a7dfc486358f,535083.3828,181130.745100001
6108,E01030382,2de9c019-c72c-4ca9-bfc1-fc37279c1466,521880.3872,161005.790899999
6109,E01002943,20739bec-ad9d-40a1-9d01-703d7b5ab840,517517.0174,164309.5145
6110,W01000434,ffd29c13-242f-4fa6-b087-9d3a4aabc8d4,327505.4349,294055.281199999
6111,E01018975,c658a262-3d18-472c-abb7-31d8b46cd98e,154622.2179,30618.3804000001
6112,E01014557,88ebd423-cc53-4a01-af81-bbf719540361,358279.9034,174148.634099999
6113,E01000544,909c33bf-e3d5-4232-b042-d23be7158575,525183.7625,182765.629000001
6114,E01034531,3a06b6ab-c1fa-43ef-8301-95d72981ebec,382853.899,160941.223200001
6115,E01023007,f607ab6e-4e83-4e50-9251-be6d0be23a69,440443.8552,107643.240599999
6116,E01002461,dacf6ddc-db33-434a-bb2d-342215f14dfe,506399.9518,185859.3298
6117,W01001467,e8b6e622-47e1-42e4-89e9-be5265a0377d,318782.0956,210926.8189
6118,E01035364,953aa808-311e-46d4-ad60-a914f6598b37,534163.3117,158314.615700001
6119,E01031549,48439b2a-a0bb-44af-ac2e-35a5b5e46577,524750.726,135099.306
6120,E01003734,2d82f4ea-8c87-4179-90c2-ed2c2ef151ad,544063.3879,185161.8378
6121,E01001405,8d3d1e25-f168-41f3-afa6-faeaef445845,533321.2962,195655.4516
6122,E01002785,e3c76019-737e-4c25-93c4-efa2d401b646,529987.9382,186220.3279
6123,E01022664,8c95424f-27d7-4231-8813-2ff98606fb79,443181.2592,121319.658600001
6124,E01003977,08b8db02-e835-4b3d-a5e0-1905ae82f9ff,534117.7052,179028.775800001
6125,E01032564,da87f1c6-bc7f-4a7a-880c-1fd23bfcc67e,539674.9912,171371.0516
6126,E01020968,dc85d2d4-1fb7-4a35-bcb2-51e8de0c237d,560800.1178,99238.8725000005
6127,E01031664,a624910b-86cc-4556-b080-c53bd06cd203,506293.7062,119218.1975
6128,E01032699,71c4a55f-cce5-43d9-90e5-e65543b07751,402142.4442,179145.773600001
6129,E01024332,67cf6e18-0290-4595-8a0a-8f65155f1ce8,579401.6888,150071.2666
6130,E01022512,3a35aa4b-790a-4b89-b5c6-849f8ab5dd44,460981.4975,148413.338099999
6131,E01035706,7b7837e5-2e4d-46b6-b2e5-9b50534cbbe9,537920.6846,179362.295700001
6132,E01016598,d7291a9b-958e-4b57-b11d-24682a83866c,486666.1519,181012.875299999
6133,E01016673,0ae3e108-47d0-49d6-8eae-188afbdf9de8,481908.0789,169015.423699999
6134,E01022530,58c90c6b-a128-4b99-8de6-4e171e0453cd,457538.7658,150058.003900001
6135,E01020349,5f84da7c-ac04-4106-adc3-808739d1ed2a,421606.7295,93584.2781000007
6136,E01000207,62ef3099-1fcc-4483-b7ce-fba9adbee2bf,525940.1594,188699.461999999
6137,E01030770,b2cf174e-9ce3-4a8c-8081-64e9de545760,489019.892,156865.101399999
6138,E01009480,46db9b8e-f7ce-41e5-bd68-487fc6cb34b0,411548.1731,289021.481799999
6139,E01014983,ff2f400f-8b4c-4a39-a235-7da2c07a8364,361802.367,181003.9838
6140,E01000232,42c6962c-e1b2-4434-b7f6-d4202768e897,520471.3663,192642.591800001
6141,E01024751,1f113787-c1d5-4642-8955-f78c7cea3388,560643.511,148484.7346
6142,E01016384,02970d71-a3b2-43c4-85f4-d492e20399a8,467055.5501,174989.861199999
6143,E01004062,20aefba0-dca3-4938-a55f-ddbb69aed176,534424.1511,175942.0096
6144,E01004741,c5894562-7bc6-4741-bf9e-31d3d4c91b79,529627.7434,178379.560799999
6145,E01003752,e7909df5-0ce1-4fa2-9c04-5f46a39025b8,543811.0312,188154.3893
6146,E01023986,4502d5d9-8c34-4153-90e5-2e0e72bbc3c9,595116.9336,149401.3095
6147,E01020317,c079929e-6d6b-4edc-9e6b-1f3a04fccdf7,253697.7847,68754.2282999996
6148,E01002371,f9549db5-e1df-449f-be46-5ac3efd91a27,551637.2781,183269.316099999
6149,E01000090,85abf566-295c-4b74-8f24-f8e95e6f877b,549875.623,183308.9926
6150,E01024525,cd129a39-597e-4dd8-a8d8-197e7040bf23,616341.8957,134671.340299999
6151,E01034635,aee59133-62d6-418d-a5c8-b1bb3dcd2820,295904.3093,88849.9225999992
6152,E01018766,f8272450-10cc-4e5b-8b47-5b2575fbb8f7,213769.2855,54421.1657999996
6153,E01034305,0dd63929-a88e-4702-bd62-52f14ee393d6,559599.3357,104954.838400001
6154,E01032617,da7a1023-c9a4-4d17-b102-a3b94227da4b,469677.7348,111724.1184
6155,E01016680,090d3a50-8b17-4f8d-9e7a-7b66f76eaa4b,473509.6031,170191.4123
6156,E01024611,6e267a1a-8593-4076-905d-92032abda855,592535.8809,174660.8969
6157,E01016256,9b19c176-2707-424d-9650-fe6e442dfcc5,459772.4614,176437.964
6158,E01016235,81521d6e-78d5-4b08-a2a9-a63d72f78b8d,484789.187,162637.7656
6159,E01000066,7c1c8909-72b7-4bc9-85c3-c76ee6835d83,546148.1124,185227.6965
6160,E01029305,e75a33c7-2f77-4523-80d7-381ec3b808f6,323552.4388,126891.041999999
6161,E01002402,92c304f9-2eb5-4ea3-9377-8e031cbec272,508463.696,181417.5063
6162,E01024117,8352c0c4-750f-4b0b-a553-67a332e57083,616181.3389,167952.3872
6163,E01004430,3ef5a976-276b-4a67-810d-4b6262f26d88,538035.7846,186242.945599999
6164,E01003892,b8131f5c-b638-4531-a28c-06f67ab18b39,517668.503,174132.255799999
6165,E01024507,db809d43-a1ea-4513-8602-ac7ac61eb331,622645.1548,136240.1702
6166,E01003127,d7ae5c90-7e74-4426-8ade-fc87a2c81e05,530654.834,176404.672
6167,E01014988,02a80e4a-b247-4782-a0d6-672928ee2f8b,364669.4909,190415.7333
6168,E01034596,db907737-ceb4-433b-9887-75495306a920,515676.0302,188209.9441
6169,E01020100,d31516d0-014d-4d91-956a-c2e23d244443,259897.1846,146002.839400001
6170,E01024711,d549625a-0ead-4b75-ba45-838407c666fd,633758.85,170242.589199999
6171,E01003981,a0e67a0b-407f-4f2d-8e79-923577cc33cd,532926.4083,179787.453600001
6172,E01014755,9b062807-aa81-4181-8a3b-b27a676893ce,340350.4525,171504.264699999
6173,E01000205,07d8269c-92f6-4692-bca9-15c71404d564,525553.4142,189154.1503
6174,E01000750,b9b2e558-ef03-4ede-849f-af6482161eab,544155.035,164663.3981
6175,E01033642,560586a2-12ed-4c2a-b6da-bfc6e29fe696,410904.3008,285771.8376
6176,E01018992,dd0faca4-725f-482c-b314-37b999fdcd6d,137221.9291,31516.6813999992
6177,E01002997,420eea95-15e9-42d5-b348-fed75163f771,518557.2327,166277.3243
6178,E01032023,c7b62afe-e05e-4a97-8638-16a91d47ee44,414725.2398,129557.2487
6179,E01023206,992b8bd8-b9ba-47c1-b6ee-0ea186d4dc4c,436409.5807,121077.2015
6180,E01001476,4c4da7a8-886c-4042-83ba-82b59bfe0fe2,535180.2754,195154.6248
6181,E01000559,e201942b-6fdf-4944-ae61-e0c45ace3d5c,523397.4309,185112.8663
6182,E01032031,ba2ab6b7-5fd1-4af5-84c2-696340be6b0e,399655.6957,128986.948100001
6183,E01016637,e88018e6-0886-47f9-b4db-308432ea6002,480869.9893,164932.5759
6184,E01029111,6decfc5a-289d-4d01-8cf5-b91d9ad1cc00,329363.8848,137673.5419
6185,E01001303,956b69c0-d6f6-40f5-8179-14614aae4b18,517307.0738,179354.9045
6186,E01031508,5e36a194-a729-4cc0-b3f6-b87774edf9f9,479148.8301,119737.154300001
6187,E01030774,a6b95cbb-43ba-4106-838c-61d51df31ec8,490666.6791,159194.026799999
6188,E01014812,7190a341-9b50-4f38-8237-41ee06f0b00a,334560.2509,161747.927999999
6189,E01014799,8996a0e7-fce8-4352-9742-ddcef11460b9,332659.2713,161396.122099999
6190,E01004328,b5e98bde-b07c-4887-baae-a3ec2e3cd9ee,539236.6327,185986.986099999
6191,E01009308,6f28710d-97d4-4d0a-93b6-eb6b00902d97,416319.5643,288800.658600001
6192,E01033491,bb1220c8-aadb-46c4-80d6-e9bfa34227eb,531047.3992,185550.078
6193,E01034726,5bc9e45f-f338-44ab-88b5-f27f43bc20ce,481585.2329,150995.208699999
6194,E01001230,0604d401-ee3f-4e5f-800b-dad1462d5f97,517933.1018,179963.694800001
6195,E01021010,b5e651a6-d4b4-4982-af79-5a094513e064,580109.7723,111356.2696
6196,E01018821,477202c0-f760-4797-a780-c9cea2df40e2,180642.2751,47634.3640000001
6197,E01003625,3cd3b137-5f22-46f1-96f2-8e93ce3d02a1,543084.9855,184385.589
6198,E01030913,d780a771-47a1-4825-a629-75ecce1c40db,497798.3427,145785.555199999
6199,E01034550,3dd14d1c-0969-44eb-8fb0-387ec96c0ba0,416116.4145,130590.8092
6200,E01003461,1e8c8f34-2b28-440c-a69f-058157f5248b,524141.1336,171022.572000001
6201,E01033564,021c42b3-e615-4f92-a96c-b0ac0161f1d4,405601.1047,286466.070900001
6202,E01034590,adc77b7b-d882-4fd3-af18-b8c5388ad7d2,518033.7872,191048.830499999
6203,E01016942,3652d09a-e65a-4562-ab81-b2937860c3c6,532131.1741,104015.0221
6204,E01024844,58276813-a14f-43d2-acb3-d932507d3cdd,557933.5841,142105.9625
6205,E01015459,ab38db54-e3e8-4700-9001-bc7881024f7c,404204.2331,89852.5927000009
6206,E01000209,9dce2928-fc6b-452b-a4ba-405af73f0372,525164.2287,188754.588500001
6207,E01035339,9de11fa4-f1e6-43f1-b057-c93802c5c10e,514488.2724,130789.4888
6208,E01002673,927d7824-1602-42f8-b929-8473421bd9d7,515783.6416,174602.8233
6209,E01003912,27942f18-794d-462a-9fd0-fbfa097cce34,533387.5633,176918.510500001
6210,E01003064,34e54e32-98a2-4ba2-86dd-d6c2e9539ba3,532665.0983,172261.5122
6211,E01002088,4823ae7d-c020-4bb2-bca7-a59fda6ac04c,532183.6696,190257.014599999
6212,E01004106,df5c003a-fd11-4c45-bbd8-405583682893,527146.3926,162553.218499999
6213,E01022652,27791bb8-c32a-4ae9-91cc-dd716676ba8b,450888.738,113120.8325
6214,E01019910,f5fff532-de86-457e-9362-9cf9fe384358,300423.2842,81825.8501999993
6215,E01030792,2d9d2668-02c5-4654-a302-fbec1739f1b1,490132.4377,160762.1548
6216,E01004424,43134d0c-123a-4ac8-8602-b5368e6f6723,537024.7648,187428.5309
6217,E01002288,73137045-c598-4c93-ab23-36ce4de732d2,553481.0506,185274.9365
6218,E01030835,419028fa-f756-4410-9ced-29244948dcfe,539048.9932,143958.0044
6219,E01029237,8ce42b9e-3876-484e-b89c-e2a04721bc23,356594.2972,117316.993899999
6220,E01000184,a683e6ae-1bc7-4540-a37b-ed19ddd18c07,526735.0833,190703.6697
6221,E01002911,a8a6aef4-756d-412e-9646-b0821ee08826,526629.4607,177860.298699999
6222,E01018840,4434db23-6515-4e83-877f-1880176e7ced,180374.6599,32705.8585999999
6223,E01003126,41c77281-8140-40e2-bd46-5b7ea2be8550,530398.0147,176595.6544
6224,E01001172,2f768894-9ff9-4467-93c6-9cbbcb81dfb9,531292.1586,164187.8683
6225,E01022946,430e027e-76e0-4874-be0f-264a25519654,471370.3952,99958.5421999991
6226,E01031931,300aa96f-e484-4624-8ff1-8469d28bc3eb,387615.3728,169781.170700001
6227,E01002326,57dd3353-30b1-4028-9640-96c3f8d5dd97,549765.4631,190903.6587
6228,E01003487,092c5b51-12fb-4bb4-8e0a-fff4424cfc9e,543457.7263,181430.021
6229,E01022633,80a55b6d-ab4e-41c2-b76a-0dc271e8bc9f,479877.8646,134703.019400001
6230,E01001424,7c6d05e6-0f2f-4183-82e5-9e3b73d614f0,534138.2989,193418.053300001
6231,E01016952,e26b2dda-a5f1-4869-8012-9740dcde82d1,530830.026,104143.247099999
6232,E01020920,d75a8921-3057-443f-a10e-1e37fd168f0c,561138.0493,102615.7588
6233,E01002245,75f91091-4d6a-4a03-92f8-0c572f75d3c7,550467.7836,189146.351
6234,E01001869,c8abfa1d-9e13-4446-9176-48e70fef06c7,523802.9405,178967.249500001
6235,E01000593,7088fa84-6597-49f1-a168-c9d174084cd3,519570.7306,190007.565199999
6236,E01000347,7f75dbf5-f94f-4968-906e-9b75beaaafb7,546462.2191,174239.5627
6237,E01017063,aafbe7b1-6fd1-451f-a243-b0965e004a2f,466433.2176,105900.9746
6238,E01023202,53b0143c-ab1a-489f-b068-c375dc59a114,436845.4382,145648.363399999
6239,E01016912,01032080-6016-490c-8b9c-40b679bccb8c,532432.7147,106074.534399999
